title,Class,label,raw
Leinster_group,Start,1,"In mathematics, a Leinster group is a finite group whose order equals the sum of the orders of its proper normal subgroups.
The Leinster groups are named after Tom Leinster, a mathematician at the University of Edinburgh, who wrote about them in a paper written in 1996 but not published until 2001. He called them ""perfect groups"" and later ""immaculate groups"",
but they were renamed as the Leinster groups by De Medts & Maróti (2013) because ""perfect group"" already had a different meaning (a group that equals its commutator subgroup).
Leinster groups give a group-theoretic way of analyzing the perfect numbers and of approaching the still-unsolved problem of the existence of odd perfect numbers.
For a cyclic group, the orders of the subgroups are just the divisors of the order of the group,
so a cyclic group is a Leinster group if and only if its order is a perfect number. More strongly, as Leinster proved, an abelian group is a Leinster group if and only if it is a cyclic group whose order is a perfect number. Moreover Leinster showed that dihedral Leinster groups are in one-to-one correspondence with odd perfect numbers, so the existence of odd perfect numbers is equivalent to the existence of dihedral Leinster groups.


== Examples ==
The cyclic groups whose order is a perfect number are Leinster groups.
It is possible for a non-abelian Leinster group to have odd order; an example of order 355433039577 was constructed by François Brunault.
Other examples of non-abelian Leinster groups include certain groups of the form 
  
    
      
        
          A
          
            n
          
        
        ×
        
          C
          
            m
          
        
      
    
    {\displaystyle \operatorname {A} _{n}\times \operatorname {C} _{m}}
  
, where 
  
    
      
        
          A
          
            n
          
        
      
    
    {\displaystyle \operatorname {A} _{n}}
  
 is an alternating group and 
  
    
      
        
          C
          
            m
          
        
      
    
    {\displaystyle \operatorname {C} _{m}}
  
 is a cyclic group. For instance, the groups 
  
    
      
        
          A
          
            5
          
        
        ×
        
          C
          
            15128
          
        
      
    
    {\displaystyle \operatorname {A} _{5}\times \operatorname {C} _{15128}}
  
, 
  
    
      
        
          A
          
            6
          
        
        ×
        
          C
          
            366776
          
        
      
    
    {\displaystyle \operatorname {A} _{6}\times \operatorname {C} _{366776}}
  
 , 
  
    
      
        
          A
          
            7
          
        
        ×
        
          C
          
            5919262622
          
        
      
    
    {\displaystyle \operatorname {A} _{7}\times \operatorname {C} _{5919262622}}
  
 and 
  
    
      
        
          A
          
            10
          
        
        ×
        
          C
          
            691816586092
          
        
      
    
    {\displaystyle \operatorname {A} _{10}\times \operatorname {C} _{691816586092}}
  
 are Leinster groups. The same examples can also be constructed with symmetric groups, i.e., groups of the form 
  
    
      
        
          S
          
            n
          
        
        ×
        
          C
          
            m
          
        
      
    
    {\displaystyle \operatorname {S} _{n}\times \operatorname {C} _{m}}
  
, such as 
  
    
      
        
          S
          
            3
          
        
        ×
        
          C
          
            5
          
        
      
    
    {\displaystyle \operatorname {S} _{3}\times \operatorname {C} _{5}}
  
.
The possible orders of Leinster groups form the integer sequence

6, 12, 28, 30, 56, 360, 364, 380, 496, 760, 792, 900, 992, 1224, ... (sequence  A086792 in the OEIS)
It is unknown whether there are infinitely many Leinster groups.


== Properties ==
There are no Leinster groups that are symmetric or alternating.
There is no Leinster group of order p2q2 where p, q are primes.
No finite semi-simple group is Leinster.
No p-group can be a Leinster group.
All abelian Leinster groups are cyclic with order equal to a perfect number.


== References =="
Dry_heat_sterilization,Start,1,"Dry heat sterilization of an object is one of the earliest forms of sterilization practiced. It uses hot air that is either free from water vapor or has very little of it, where this moisture plays a minimal or no role in the process of sterilization.


== Process ==
The dry heat sterilization process is accomplished by conduction; that is where heat is absorbed by the exterior surface of an item and then passed inward to the next layer. Eventually, the entire item reaches the proper temperature needed to achieve sterilization. The proper time and temperature for dry heat sterilization is 160 °C (320 °F) for 2 hours or 170 °C (340 °F) for 1 hour, and in the case of High Velocity Hot Air sterilisers, 190°C (375°F) for 6 to 12 minutes.
Items should be dry before sterilization since water will interfere with the process. Dry heat destroys microorganisms by causing denaturation of proteins.

The presence of moisture, such as in steam sterilization, significantly speeds up heat penetration.
There are two types of hot air convection (Convection refers to the circulation of heated air within the chamber of the oven) sterilizers: 

Gravity convection
Mechanical convection


=== Mechanical convection process ===
A mechanical convection oven contains a blower that actively forces heated air throughout all areas of the chamber. The flow created by the blower ensures uniform temperatures and the equal transfer of heat throughout the load. For this reason, the mechanical convection oven is the more efficient of the two processes.


=== High Velocity Hot Air ===
An even more efficient system than convection uses deturbulized hot air forced through a jet curtain at 3000ft/minute.


== Instruments used for dry heat sterilization ==
Instruments and techniques used for dry heat sterilization include hot air ovens, incinerators, flaming, radiation, and glass bead sterilizers.


== Effect on microorganisms ==
Dry heat lyses the proteins in any organism, causes oxidative free radical damage, causes drying of cells, and can even burn them to ashes, as in incineration.


== See also ==
Sterility assurance level


== References ==
ISO 20857


=== Notes ===


=== General References ===
Ninemeier J. Central Service Technical Manual (6th ed.). International Association of Healthcare Central Service Materiel Management. p. 159."
Hospices_of_Hope,Start,1,"Hospices of Hope is a non-profit organisation which aims to provide palliative care services to adults and children with terminal and life-limiting illnesses in Southeastern Europe. The main areas of delivery are Romania, Serbia, and Moldova. Hospices of Hope also provides training and education programmes in countries outside of the core provision.
The organisation is headquartered in Otford, Kent, in the United Kingdom.


== History ==
After visiting Romania before and after the Revolution of 1989, founder, Graham Perolls OBE, CMG, learned of the nonexistence of palliative care in the country. Having previously established the Ellenor Foundation in 1985 which built a hospice in Dartford, Kent, the organisation started fundraising for palliative care provisions in Romania. The Ellenor Foundation was behind operations in Romania until 2000 when that part took on its independent identity, Hospices of Hope. Most fundraising activities contributed to training programmes which was provided by UK nurses until 1997 when an education centre was opened and run in large part by Romanian nurses trained under previous programmes run by the charity. In 2002, its first in-patient hospice was built in Brasov.


== Scope of Work ==


=== Romania ===


==== HOSPICE Casa Sperantei, Brasov ====
Founded in 1992, Casa Sperantei provides care for people living with terminal illnesses and children with a range of life-limiting illnesses with a team also serving the capital, Bucharest. There also exists an education programme to aid the development of palliative care nationally and in neighbouring Balkan countries. The hospice works to develop a national strategy for palliative care with the Ministry of Health.


==== Hospice Casa Sperantei Rural Teams ====
These teams operate in the Fagara and Zarnesti regions and provide palliative care in the form of home visits.


==== HOSPICE Casa Sperantei ""Princess Diana"" Education Centre, Brasov ====
Established in 1997, this centre is accredited by Ministry of Public Health as the National Study and Resource Centre for Palliative Care. In 2000, it became the Regional Palliative Care Training Centre for South-Eastern Europe.


==== Hospice Casa Sperantei, Bucharest ====
HOSPICE Casa Sperantei, Bucharest, was established in 2005. It delivered care via medical teams which provided home and hospital visits. Bucharest's first out-patient clinic opened in 2007. In 2014, a new hospice was built in the Romanian capital.


=== Serbia ===
Hospices of Hope supports Belhospice which was established in 2004 by Dr. Natasa Milicevic. In 2006 the Prue Dufour medical educational centre was established.


=== Moldova ===
Hospices of Hope Moldova supports existing palliative care organisations in the regions of Orhei, Soroca, and Ocnita. Medical supplies such as stoma bags and prosthetic breasts are also sent to Moldova from UK donations.


== References =="
Guardian_of_the_Threshold,Start,1,"The Guardian of the Threshold is a menacing figure that is described by a number of esoteric teachers. The term ""Guardian of the Threshold"", often called ""Dweller on the Threshold"", indicates a spectral image which is supposed to manifest itself as soon as ""the student of the spirit ascends upon the path into the higher worlds of knowledge"". The Guardian of the Threshold is also the title of the third play (of a tetralogy of Mystery Dramas) written by Rudolf Steiner in 1912.


== According to theosophy ==

The ""Dweller of the Threshold"" (or ""Guardian of the Threshold"") as a literary invention of the English mystic and novelist Edward Bulwer-Lytton is found in his romance Zanoni (1842). After the founding of the Theosophical Society in 1875, the term gained wide currency in theosophical circles. The Guardian of the Threshold is a spectral figure and is the abstract of the debit and credit book of the individual. ""It is the combined evil influence that is the result of the wicked thoughts and acts of the age in which any one may live, and it assumes to each student a definite shape at each appearance, being always either of one sort or changing each time"" 
""This Dweller of the Threshold meets us in many shapes. It is the Cerberus guarding the entrance to Hades; the Dragon which St. Michael (spiritual will-power) is going to kill; the Snake which tempted Eve, and whose head will be crushed by the heel of the woman; the Hobgoblin watching the place where the treasure is buried, etc. He is the king of evil, who will not permit that within his kingdom a child should grow up, which might surpass him in power; the Herod before whose wrath the divine child Christ has to flee into a foreign country, and is not permitted to return to his home (the soul) until the king (Ambition, Pride, Vanity, Self-righteousness, etc.) is dethroned or dead."" 
According to Max Heindel, the Dweller on the Threshold must be confronted by every aspirant—usually at an early stage of his progress into the unseen worlds—and is one of the main causes of obsession.


== In Rudolf Steiner's drama ==
In Rudolf Steiner's play The Guardian of the Threshold, first performed in 1912 and the third in a series of four ""Mystery Dramas"", the appearance of the Guardian is connected with Lucifer and Ahriman.[5] Steiner explained that the meeting with the Guardian of the Threshold as presented in those dramas was to show that a person (man or woman) who had made the soul clairvoyant, must go back and forth across that threshold and know how to be rightly in the spiritual world on the far side, as well as on this side in the physical world.


== See also ==
A Dweller on Two Planets
Choronzon
The Moon Pool


== References ==


== External links ==
The Guardian of the Threshold excerpt from An Outline of Occult Science by Rudolf Steiner
The Guardian of the Threshold - a play by Rudolf Steiner
The Perfect Matrimony by Samael Aun Weor (see Chapter 19 'Initiation')"
Piggybacking_(security),Start,1,"In security, piggybacking, similar to tailgating, refers to when a person tags along with another person who is authorized to gain entry into a restricted area, or pass a certain checkpoint. It can be either electronic or physical. The act may be legal or illegal, authorized or unauthorized, depending on the circumstances. However, the term more often has the connotation of being an illegal or unauthorized act.
To describe the act of an unauthorized person who follows someone to a restricted area without the consent of the authorized person, the term tailgating is also used. ""Tailgating"" implies no consent (similar to a car tailgating another vehicle on a road), while ""piggybacking"" usually implies consent of the authorized person.
Piggybacking came to the public's attention particularly in 1999, when a series of weaknesses were exposed in airport security. A study showed that the majority of undercover agents attempting to pass through checkpoints, bring banned items on planes, or board planes without tickets were successful. Piggybacking was revealed as one of the methods that were used in order to enter off-limits areas.


== Methods ==


=== Electronic ===

A user fails to properly log off their computer, allowing an unauthorized user to ""piggyback"" on the authorized user's session.
Using authorized shared or common log in credentials to gain access to systems


=== Physical ===
Piggybackers have various methods of breaching security. These may include:

Surreptitiously following an individual authorized to enter a location, giving the appearance of being legitimately escorted
Joining a large crowd authorized to enter, and pretending to be a member of the crowd that is largely unchecked
Finding an authorized person who either disregards the law or the rules of the facility, or is tricked into believing the piggybacker is authorized, and agreeably allows the piggybacked to tag along
Donning counterfeit identification badges or cards to seamlessly integrate into the environment
Gaining access through alternative entrances like rear or side doors, such as those found in parking lots
Piggybacking can be regarded as one of the simpler forms of social engineering.


== See also ==
Gate crashing


== References =="
International_Federation_of_Rock_Art_Organizations,Start,1,"The International Federation of Rock Art Organizations (IFRAO) is a coordinating body of 60 organizations concerned with prehistoric rock art.  


== History ==
The IFRAO was formed in Darwin, Australia on 3 September 1988, during the first major international academic conference dedicated entirely to the study of prehistoric rock art. Nine rock art organizations formed this international federation of independent national or regional bodies. At the founding meeting, it was decided that IFRAO should be a common forum and initiator of policies, projecting or representing the common interests of member organizations without interfering in their autonomy. It would operate as a democratic advisory body in which each member organization would hold one vote, exercised by an official representative. International meetings would be held by nominating suitable rock art conferences as official IFRAO congresses at regular intervals. 
Over the subsequent twelve years, the number of affiliate members quadrupled to almost 40, and the current 60 members of IFRAO cover most of the world. The combined memberships of these organizations include about 9,000 rock art specialists, which is practically all such specialists in the world. 
Until the late 1980s, individual rock art researchers as well as rock art organizations around the world operated largely without being aware of the work conducted in other parts of the world — sometimes even in their own country or region of activity. As a result, the discipline experienced a great diversity of research approaches and terminology, reflected in a multitude of idiosyncratic constructs, sequences, chronologies, names and definitions. Therefore, one of IFRAO’s initial principal concerns was the standardization of those aspects of the discipline that are essential for effective communication and collaboration: methodology, terminology, ethics, and the technical standards used in analysis and recording. These subjects were addressed through extensive consultation of specialists and, where appropriate, the deliberations of appointed subcommittees.


== Objectives ==
The IFRAO members produce about twenty specialist periodicals, whose flagship is Rock Art Research, the official organ of the federation. IFRAO has been particularly effective in the area of rock art protection and preservation, achieving sometimes spectacular successes, such as the electoral defeat of recalcitrant Portuguese governments in 1995 and 2002. Subsequently IFRAO secured the preservation and return to Aborigines of the reputedly largest rock art gallery in the world, in the Dampier Archipelago of Western Australia, against bitter opposition from the State Government and 18 multinational companies. Thus the federation has become the principal international body pursuing the conservation of prehistoric rock art effectively. Another of its greatest achievements to date has been its successful campaign of empowering traditional indigenous societies to secure the return of rock art sites into their care and possession.


== Members ==
American Committee to Advance the Study of Petroglyphs and Pictographs
American Rock Art Research Association
American Centre of Prehistoric Art Study
Anisa, Verein für Alpine Forschung (Austria)
Archivo Nacional de Arte Rupestre – Venezuela
Armenian Centre of Prehistoric Art Study
Asociación Arqueológica Viguesa (Spain)
Asociación Cultural ‘Colectivo Barbaón’ (Spain)
Asociación Cultural ‘Instituto de Estudios Prehistóricos (ACINEP)’ (Spain)
Asociación Mexicana de Arte Rupestre, A.C. (AMARAC) (Mexico)
Amics Valltorta Gassulla (Spain)
Asociación de Estudios del Arte Rupestre de Cochabamba (Bolivia)
Association Isturitz & Oxocelhaya – Arts & Sciences (France)
Asociación Peruana de Arte Rupestre (Peru)
Associação Brasileira de Arte Rupestre
Associação Portuguesa de Arte e Arqueologia Rupestre
Association des Amis de l’Art Rupestre Saharien
Association de Sauvegarde, d’Etude et de Recherche pour le patrimoine naturel et culturel du Centre-Var (France)
Association Marocaine de l’Art Rupestre (Morocco)
Association pour le Rayonnement de l’Art Rupestre Européen (France)
Australian Rock Art Research Association
Bangudae Forum (South Korea)
Cave Art Research Association (Australia)
Centro Camuno di Studi Preistorici (Italy)
Centro de Investigación de Arte Rupestre del Uruguay
Centro Regional de Arte Rupestre, Murcia (Spain)
Centro Europeu de Investigação da Pré-História do Alto Ribatejo (Portugal)
Centro Studi e Museo d’Arte Preistorica (Italy)
China Rock Art Academy
Comité de Investigación del Arte Rupestre de la Sociedad Argentina de Antropologia
Deutsche Gesellschaft für Petroikonologie e. V. (Germany)
East African Rock Art Research Association
Eastern States Rock Art Research Association (USA)
Finnish Society for Prehistoric Art
Grupo de Investigación de Arte Rupestre Indigena (Cuba)
Hellenic Rock Art Centre (Greece)
Horn Heritage Organisation (Somalia)
Indonesian Association of Rock Art
Instituto de Investigación de Arqueología y Antropología ‘Kuelap’ (Peru)
Institutum Canarium
Japan Petrograph Society
Mid-America Geographic Foundation, Inc. (USA)
Moscow Centre of Rock Art and Bioindication Research
National Museums and Monuments of Zimbabwe
Negev Rock Art Center (Israel)
Nevada Rock Art Foundation
North China Rock Art Research Institute
Northern Cape Rock Art Trust (South Africa)
Prehistory Society of Zimbabwe
Rock Art Association of Manitoba (Canada)
Rock Art Centre of Juci Mountain (China)
Rock Art Research Association of China
Rock Art Society of India (RASI)
Siberian Association of Prehistoric Art Researches
Sociedad de Investigación del Arte Rupestre de Bolivia
Società Cooperativa Archeologica Le Orme dell’Uomo (Italy)
Societé Préhistorique Ariège-Pyrénées (France)
Tadjik Centre for the Study of Petroglyphs
Trust for African Rock Art (Kenya)
Upper Midwest Rock Art Research Association (USA)


== See also ==
Petroglyph
Rock art
List of Stone Age art
Rupestreweb. Latin American Rock Art Research


== External links ==
Official website
Australian website
International Federation of Rock Art Organizations - IFRAO on Facebook"
We_Are_Toonz,Start,1,"We Are Toonz is an American hip hop group from Stone Mountain, Georgia, formed in 2013, known for the viral debut dance single ""Drop That #NaeNae"", inspired by Martin Lawrence's character Sheneneh Jenkins from his popular 1990's sitcom Martin.


== Music career ==


=== Social media influence ===
We Are Toonz released Drop That #NaeNae in 2013 without much fanfare. The group posted a video of themselves performing the #NaeNae Dance on the social video sharing website Vine and other social media websites like Instagram, Twitter and YouTube. As the song gained momentum the Drop That #NaeNae went viral. The Michigan State Football team can be seen dropping that #NaeNae on YouTube, and breaking down the #NaeNae dance on Vine. Video postings from other college teams dropping that #NaeNae to foster team spirit started going viral as well, Ohio State, Temple University, Auburn University, Notre Dame, and Mercer Bear basketball team victory #NaeNae over Duke's Blue Devils.
Houston Rockets', Dwight Howard posted videos of himself dropping the #NaeNae. After which, he reached out to the group to record a video in Atlanta. Washington Wizards', John Wall celebrated his slam dunk contest win by dropping that ""NaeNae"" with Paul George. Due to the Vines, videos and GIFs the group saw a 311% spike in mentions of the #NaeNae hashtag.
In August 2014, Coca-Cola released a commercial featuring We Are Toonz for their Ahh Campaign targeting the teen and young adult demographic. We Are Toonz are the first hip-hop act to collaborate with Coca-Cola since R&B singer Tyrese Gibson. The group was selected by the brand after seeing them perform at the World of Coke Ahh stage at the 2013 BET Hip-Hop Awards.


== Discography ==


=== Singles ===


== References ==


== External links ==
Official website"
Monitor_mode,Start,1,"Monitor mode, or RFMON (Radio Frequency MONitor) mode, allows a computer with a wireless network interface controller (WNIC) to monitor all traffic received on a wireless channel. Unlike promiscuous mode, which is also used for packet sniffing, monitor mode allows packets to be captured without having to associate with an access point or ad hoc network first. Monitor mode only applies to wireless networks, while promiscuous mode can be used on both wired and wireless networks. Monitor mode is one of the eight modes that 802.11 wireless adapter can operate in: Master (acting as an access point), Managed (client, also known as station), Ad hoc, Repeater, Mesh, Wi-Fi Direct, TDLS and Monitor mode.


== Uses ==
Uses for monitor mode include: geographical packet analysis, observing of widespread traffic and acquiring knowledge of Wi-Fi technology through hands-on experience. It is especially useful for auditing unsecure channels (such as those protected with WEP). Monitor mode can also be used to help design Wi-Fi networks. For a given area and channel, the number of Wi-Fi devices currently being used can be discovered. This helps to create a better Wi-Fi network that reduces interference with other Wi-Fi devices by choosing the least used Wi-Fi channels.
Software such as KisMAC or Kismet, in combination with packet analyzers that can read pcap files, provide a user interface for passive wireless network monitoring.


== Limitations ==
Usually the wireless adapter is unable to transmit in monitor mode and is restricted to a single wireless channel, though this is dependent on the wireless adapter's driver, its firmware, and features of its chipset. Also, in monitor mode the adapter does not check to see if the cyclic redundancy check (CRC) values are correct for packets captured, so some captured packets may be corrupted.


== Operating system support ==
The Microsoft Windows Network Driver Interface Specification (NDIS) API has supported extensions for monitor mode since NDIS version 6, first available in Windows Vista.  NDIS 6 supports exposing 802.11 frames to the upper protocol levels, while previous versions only exposed fake Ethernet frames translated from the 802.11 frames. Monitor mode support in NDIS 6 is an optional feature and may or may not be implemented in the client adapter driver. The implementation details and compliance with the NDIS specifications vary from vendor to vendor. In many cases, monitor mode support is not properly implemented by the vendor. For example, Ralink drivers report incorrect dBm readings and Realtek drivers do not include trailing 4-byte CRC values.
For versions of Windows prior to Windows Vista, some packet analyzer applications such as Wildpackets' OmniPeek and TamoSoft's CommView for WiFi provide their own device drivers to support monitor mode.
Linux's interfaces for 802.11 drivers support monitor mode and many drivers offer that support. STA drivers (Ralink, Broadcom) and every other manufacturer’s provided driver doesn’t support monitor mode.
FreeBSD, NetBSD, OpenBSD, and DragonFly BSD also provide an interface for 802.11 drivers that supports monitor mode, and many drivers for those operating systems support monitor mode as well.  In Mac OS X 10.4 and later releases, the drivers for AirPort Extreme network adapters allow the adapter to be put into monitor mode.  Libpcap 1.0.0 and later provides an API to select monitor mode when capturing on those operating systems.


== See also ==
Promiscuous mode
Comparison of open-source wireless drivers


== References ==


== External links ==
AirSnort FAQ: What is the difference between monitor and promiscuous mode? at the Wayback Machine (archived December 30, 2014)"
Homosphere,Start,1,"The homosphere is the layer of an atmosphere where the bulk gases are homogeneously mixed due to turbulent mixing or eddy diffusion. The bulk composition of the air is mostly uniform so the concentrations of molecules are the same throughout the homosphere. The top of the homosphere is called the homopause, also known as the turbopause. Above the homopause is the heterosphere, where diffusion is faster than mixing, and heavy gases decrease in density with altitude more rapidly than lighter gases.
Some of the processes driving this uniformity include heating convection and air flow patterns. In the troposphere, rising warm air replaces higher cooler air which mix gases vertically. Wind patterns push air across the surface mixing it horizontally. At higher altitudes, other atmospheric circulation regimes exist, such as the Brewer-Dobson circulation in the terrestrial stratosphere, which mixes the air. In Earth's mesophere, atmospheric waves become unstable and dissipate, creating turbulent mixing of this region.


== Earth's homosphere ==

The Earth's homosphere starts at the Earth's surface and extends to the turbopause at about 90 km (56 mi). It incorporates all of the troposphere, stratosphere, mesosphere, and the lower part of the thermosphere. Chemically the homosphere is composed of 78% nitrogen, 21% oxygen, and trace amounts of other molecules, such as argon and carbon dioxide. It contains over 99% of the mass of the Earth's atmosphere. The density of air decreases with height in the homosphere.  By definition & notably, it also includes a 10 km (6 mi) thick band of elemental mesosphere sodium.


=== Variations in concentration ===
One large-scale exception to effective mixing is the ozone layer, centered at about 20 - 30 km (12.5 - 19 mi) in altitude, where the concentration of O3 is much higher than in the rest of the atmosphere. This is due to incoming ultraviolet light, which turns O2 into O3. This created ozone itself blocks most ultraviolet light from penetrating to lower layers of the atmosphere and creating similar levels of ozone there. With a half-life of about a day at room temperature, ozone breaks down before it can mix completely with the lower levels of the atmosphere.  The ozone hole is a relatively stable structure caused by a combination of pollution and antarctic wind patterns in the stratosphere.
Water vapor concentration (humidity) varies considerably, especially in the troposphere, and is a major component of weather. Water evaporation is driven by heat from incoming solar radiation, and temperature variations can cause water-saturated air to expunge water in the form of rain, snow, or fog. The heat gained and lost by water through these processes increases turbulence in the lower atmosphere, especially at mesoscale and microscale. The Brewer–Dobson circulation is a theory of large-scale ozone circulation.
Concentrations of other trace gases are higher near natural and artificial sources. This includes pollution from human activity (especially agriculture, industry, and transportation), natural gas fields, radon produced by radioactive decay in certain minerals, volcanic gas, emissions from limnic eruptions. Oxygen is emitted and carbon dioxide is absorbed by plants and microorganisms performing photosynthesis, but CO2 levels are most strongly affected by wild fires and human activity.


== References =="
Chemistry_Quality_Eurolabels,Start,1,"The Chemistry Quality Eurolabels or European Quality Labels in Chemistry (Labels européens de Qualité en Chimie) is a marketing scheme for chemistry degrees at institutions located within the 45 countries involved in the Bologna process. Labels are awarded to qualifying institutions under the names are Eurobachelor and Euromaster, as well as the proposed Eurodoctorate. Label Committee not only prepares for the ECTN Administrative Council proposals to award the Eurolabels but also judge the quality of chemical education programmes at HEIs. ECTN and its Label Committee closely collaborates with EuCheMS and American Chemical Society.
It is a framework which is supported by EuCheMS, and the labels are awarded by ECTN. The project is supported by the European Commission (EC) through its SOCRATES programme. The purpose of the framework is to ""promote recognition of first, second cycle degrees, and third cycle degrees not only within the 45 countries involved in the Bologna process"".


== History ==
European Union promoted the Bologna process and the creation of a single European higher education area, both of which require mobility of graduates across Europe.
ECTN (European Chemistry Thematic Network) worked in the EU project ""Tuning Educational Structures in Europe"" and developed Eurobachelor, a framework for a first cycle qualification (first degree) in chemistry. EuCheMS approved Eurobachelor in October 2003.
In June 2004 the Bologna process seminar ""Chemistry Studies in the European Higher Education Area"" approved Eurobachelor.


== Label committees ==
The label committee members are as follows:


=== 2016–2018 ===
Reiner Salzer (Chair), TU Dresden, Dresden, Germany
Martino Di Serio (Vice-Chair), University of Naples Federico II, Naples, Italy
Jiří Barek (Secretary for Internal Matters), Charles University, Prague, Czech Republic
Gergely Tóth (Secretary for External Matters), Eötvös Loránd University, Budapest, Hungary


=== 2015–2016 ===
Reiner Salzer (Chair), TU Dresden, Dresden, Germany
Martino Di Serio (Vice-Chair), University of Naples Federico II, Naples, Italy
Ray Wallace (Secretary), Nottingham Trent University, Nottingham, UK
a number of members


=== 2014–2015 ===
Reiner Salzer (Chair), TU Dresden, Dresden, Germany
Pavel Drašar (Past-Chair), University of Chemistry and Technology, Prague, Czech Republic
Ray Wallace (Secretary), Nottingham Trent University, Nottingham, UK
a number of members


=== 2013–2014 ===
Reiner Salzer (Chair), TU Dresden, Dresden, Germany
Pavel Drašar (Past-Chair), University of Chemistry and Technology, Prague, Czech Republic
Evangelia Varella (Secretary), University of Thessaloniki, Thessaloniki, Greece
a number of members


=== 2008–2013 ===
Pavel Drašar (Chair), University of Chemistry and Technology, Prague, Czech Republic
Reiner Salzer (Vice-Chair), TU Dresden, Dresden, Germany
Richard Whewell (Secretary 2008), Strathclyde University, Glasgow, Scotland, UK
Evangelia Varella (Secretary 2008–2013), University of Thessaloniki, Thessaloniki, Greece
a number of members


=== 2006–2008 ===
Raffaella Pagani (Chair)
Pavel Drašar (Vice-Chair), University of Chemistry and Technology, Prague, Czech Republic
Terry Mitchell (Secretary)
a number of members


=== 2004–2006 ===
Terry Mitchell (Chair)
Raffaella Pagani (Vice-Chair)
David Barr (Secretary), Royal Society of Chemistry, UK
a number of members


== Eurobachelor ==
Eurobachelor is a registered trademark and an initiative adopted by the EuCheMS General Assembly in 2003. It is associated with the Chemistry Quality Eurolabels. As of 8 April 2013, 60 Eurobachelor quality labels have been awarded. The label is intended for first cycle qualifications (bachelor's degrees).
Eurobachelor is based on 180 ECTS (European credits), which is comparable to the three-year British degrees, but it does not include the British concepts of honours degrees and ordinary degrees.


== Euromaster ==
Euromaster is a registered trademark and an initiative adopted by the EuCheMS General Assembly in 2005. It is associated with the Chemistry Quality Eurolabels. As of 8 April 2013, 36 Euromaster quality labels have been awarded. The label is intended for master's degrees.
Euromaster, introduced after Eurobachelor, is intended for second cycle qualifications (postgraduate degrees).


== Eurodoctorate ==
Eurodoctorate is associated with the Chemistry Quality Eurolabels. As of 8 April 2013, 1 Eurodoctorate quality label was awarded. The label is intended for third cycle qualifications (i.e. doctoral degrees).
The Tuning Chemistry Subject Area Group (Tuning SAG) discussed with a working party of ECTN (European Chemistry Thematic Network Association) in a meeting held in February 2006 in Helsinki, Finland, taking into account the declarations of the Bergen Communiqué 2005. The EHEA Overarching Framework, which was approved by the Ministers of Education of European Union member states in Bergen uses the Dublin descriptors and Tuning SAG decided to use the Dublin descriptors to form a new set of descriptors, the Budapest descriptors for third cycle qualifications.
The Chemistry Eurodoctorate Framework version 1 was published in November 2006.


== Awarded labels ==
As of 8 April 2013, 60 Eurobachelor, 36 Euromaster, and 1 Eurodoctorate labels have been awarded to 52 institutions and 3 consortia from 20 countries.
The countries that have been awarded labels include:

Austria
Belgium
Czech Republic
Estonia
Finland
France
Germany
Greece
Hungary
Ireland
Italy
Kazakhstan
Morocco
Netherlands
Poland
Portugal
Slovakia
Slovenia
Spain
United Kingdom


== See also ==
Bologna process
European higher education area
European Chemistry Thematic Network Association
EChemTest
Tuning Educational Structures in Europe (European Union project)
EuCheMS (European Association for Chemical and Molecular Sciences)
Tuning Chemistry Subject Area Group
Dublin descriptor
European Quality Labels


== References ==


== External links ==
Official website"
